# gapseq version: 1.3.1
# Sequence DB md5sum: b470543 (2026-05-30, Bacteria)
# Genome format: prot
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A7NHA9	44.086	8.36e-78	235	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	279	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A9AZP9	43.728	9.37e-77	232	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	279	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A5WGG4	45.848	2.26e-76	231	95	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	6	278	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8GC39	44.604	1.95e-75	229	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	278	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q6MI74	42.958	2.69e-74	226	99	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	5	286	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A5VKR7	45.907	8.64e-74	225	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	5	283	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q4JTI3	44.444	6.63e-73	223	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q1BCR8	44.086	4.75e-71	218	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8FRU9	43.369	1.27e-70	217	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2HDR8	44.086	7.65e-70	214	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B0RDR2	43.103	4.81e-69	213	96	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	279	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q6NIZ6	42.294	4.10e-66	205	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0JTZ0	42.907	7.86e-66	205	95	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	2	279	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_O32879	40.502	2.32e-65	203	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn01211 rxn24147 rxn34053 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_P24186	100.000	0.0	586	100	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	288	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A8FTH7	70.775	8.87e-151	420	100	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	284	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B8GNT6	63.309	5.79e-128	362	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	278	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A1WUN4	64.748	2.22e-126	358	96	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	278	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q83EK7	59.574	4.15e-122	347	99	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	282	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q39WH4	53.623	1.53e-99	290	96	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	3	278	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A7HDC5	55.474	1.56e-99	290	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	5	277	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_P54382	51.971	9.28e-98	286	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	279	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B7GHF9	51.930	2.55e-96	282	99	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	283	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q1WUJ3	50.542	1.36e-95	280	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A0M554	50.865	1.71e-93	275	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	5	283	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A4VTM4	50.360	1.24e-92	273	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	5	280	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q5M583	48.561	5.73e-92	271	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	3	280	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q11M18	51.748	8.12e-88	261	96	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	4	279	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A9BWT7	50.896	2.83e-88	261	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	278	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A6L8J2	47.368	5.79e-88	261	96	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	4	278	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q1DA76	50.699	1.29e-87	260	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	3	279	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q2FZJ6	47.122	9.59e-87	258	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	278	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q038F9	48.708	2.26e-85	254	95	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	6	276	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B2GD67	46.739	8.07e-83	248	96	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	4	276	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A5V1H2	46.953	4.53e-82	246	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	279	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A0LLR2	46.181	2.35e-81	244	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	279	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B3ESU1	44.746	1.58e-80	243	99	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	3	285	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B8FLE5	46.259	2.78e-80	242	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	278	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A9WJ10	46.043	1.94e-79	239	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	278	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A3PDH3	43.478	3.69e-79	239	93	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	6	276	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q3AIB3	44.803	3.07e-78	236	95	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	6	284	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B0TFC9	47.464	1.01e-77	235	96	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	276	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A7NHA9	44.086	8.36e-78	235	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	279	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A9AZP9	43.728	9.37e-77	232	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	279	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A5WGG4	45.848	2.26e-76	231	95	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	6	278	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B8GC39	44.604	1.95e-75	229	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	278	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A5VKR7	45.907	8.64e-74	225	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	5	283	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q4JTI3	44.444	6.63e-73	223	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q1BCR8	44.086	4.75e-71	218	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q8FRU9	43.369	1.27e-70	217	97	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B2HDR8	44.086	7.65e-70	214	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B0RDR2	43.103	4.81e-69	213	96	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	279	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q6NIZ6	42.294	4.10e-66	205	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A0JTZ0	42.907	7.86e-66	205	95	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	2	279	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_O32879	40.502	2.32e-65	203	98	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	1	277	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q82QG3	43.478	8.43e-65	202	95	NP_415062.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Escherichia coli str. K-12 substr. MG1655]	3	278	|1CMET2-PWY|	good_blast	full	rxn00907 rxn32777 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q8ZCR1	89.928	0.0	767	100	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	1	417	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A8FSQ9	77.938	0.0	671	99	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	1	416	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q15WB3	76.555	0.0	657	100	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	1	417	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q0ABQ9	74.341	0.0	630	99	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	1	416	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_O85718	72.397	0.0	609	99	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	6	417	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_P56990	65.144	0.0	550	99	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	1	416	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A4G7M4	62.740	0.0	537	99	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	1	416	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_C5CPY0	61.058	0.0	522	99	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	1	416	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_D3DKC4	62.044	0.0	512	96	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	7	416	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A1VRC8	59.375	0.0	512	99	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	1	416	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_O66776	61.823	6.29e-180	505	94	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	12	416	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A6LUK9	61.071	2.16e-178	501	99	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	7	416	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A9WI58	62.250	6.20e-178	499	95	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	19	417	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_B8FJ72	61.165	1.66e-177	498	99	NP_417046.1 serine hydroxymethyltransferase [Escherichia coli str. K-12 substr. MG1655]	7	417	|1CMET2-PWY|	good_blast	full	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
